study_id,year,ym,male,female,unknown,total
phs000915.v2.p2,2018,2018.83333333333,763,0,0,763
phs000916.v1.p1,2016,2016.5,516,283,0,799
phs000917.v1.p1,2016,2016,5982,1309,7,7298
phs000920.v5.p3,2021,2021.75,2016,2021,922,4959
phs000922.v2.p1,2021,2021.33333333333,518,168,2,688
phs000923.v1.p1,2016,2016.58333333333,141,0,0,141
phs000924.v4.p1,2019,2019.75,591,1091,170,1852
phs000925.v1.p1,2017,2017.16666666667,5225,8324,334,13883
phs000926.v1.p1,2015,2015.58333333333,3,1,0,4
phs000927.v1.p1,2017,2017.25,71,131,0,202
phs000928.v1.p1,2016,2016,9,23,0,32
phs000929.v1.p1,2018,2018.33333333333,32,7335,2,7369
phs000932.v1.p1,2016,2016.08333333333,8,0,0,8
phs000933.v2.p1,2018,2018.16666666667,293,212,0,505
phs000934.v1.p1,2015,2015.58333333333,0,0,1291,1291
phs000935.v1.p1,2016,2016.83333333333,93,66,0,159
phs000936.v1.p1,2015,2015.83333333333,3623,2240,7,5870
phs000938.v1.p1,2015,2015.5,0,0,4,4
phs000939.v2.p1,2017,2017.58333333333,13,7,0,20
phs000941.v1.p1,2015,2015.58333333333,0,0,39,39
phs000942.v1.p1,2016,2016.16666666667,26,232,0,258
phs000944.v1.p1,2016,2016.08333333333,2048,2881,2,4931
phs000946.v5.p1,2021,2021.33333333333,21,53,6,80
phs000947.v1.p1,2015,2015.5,0,325,0,325
phs000948.v1.p1,2015,2015.58333333333,684,1284,0,1968
phs000949.v1.p1,2016,2016.08333333333,1399,1929,12,3340
phs000950.v1.p1,2017,2017.91666666667,0,129,0,129
phs000952.v1.p1,2016,2016.16666666667,1539,1333,1012,3884
phs000953.v1.p1,2015,2015.66666666667,0,0,218,218
phs000954.v4.p2,2021,2021.33333333333,579,710,3,1292
phs000955.v1.p1,2016,2016.41666666667,1744,2385,0,4129
phs000956.v5.p1,2021,2021.33333333333,559,552,1081,2192
phs000957.v1.p1,2015,2015.5,3625,5582,5,9212
phs000958.v1.p1,2015,2015.58333333333,96,104,0,200
phs000959.v1.p1,2019,2019.91666666667,1343,194,0,1537
phs000960.v2.p1,2020,2020.08333333333,0,0,63,63
phs000962.v1.p1,2017,2017.75,228,159,144,531
phs000963.v1.p1,2016,2016.33333333333,3771,2119,0,5890
phs000966.v2.p2,2021,2021.58333333333,294,380,1137,1811
phs000967.v1.p1,2015,2015.66666666667,0,32,0,32
phs000968.v2.p1,2020,2020.66666666667,208,0,0,208
phs000969.v1.p1,2015,2015.75,2,2,0,4
phs000970.v1.p1,2015,2015.91666666667,0,17,0,17
phs000971.v3.p1,2021,2021.41666666667,726,908,0,1634
phs000972.v5.p1,2021,2021.33333333333,535,807,0,1342
phs000973.v1.p1,2016,2016.83333333333,46,19,0,65
phs000974.v4.p3,2019,2019.66666666667,1906,2261,0,4167
phs000975.v1.p1,2015,2015.83333333333,0,0,794,794
phs000976.v2.p1,2020,2020.83333333333,1586,1774,16716,20076
phs000977.v1.p1,2015,2015.58333333333,0,2,138,140
phs000978.v1.p1,2015,2015.58333333333,0,0,2,2
phs000979.v3.p2,2019,2019.66666666667,2467,1321,0,3788
phs000980.v1.p1,2015,2015.83333333333,32,36,0,68
phs000982.v1.p1,2015,2015.66666666667,1357,1488,2,2847
phs000984.v1.p1,2016,2016.66666666667,98,110,2,210
phs000985.v1.p1,2015,2015.83333333333,942,0,0,942
phs000988.v5.p1,2021,2021.66666666667,2337,2235,413,4985
phs000989.v4.p1,2021,2021,0,0,7811,7811
phs000991.v1.p1,2016,2016,1116,1136,0,2252
phs000993.v5.p2,2021,2021.33333333333,464,247,0,711
phs000994.v1.p1,2015,2015.83333333333,12,7,65,84
phs000996.v2.p1,2019,2019.75,698,687,0,1385
phs000997.v5.p2,2021,2021.33333333333,118,55,0,173
phs000998.v2.p1,2020,2020.58333333333,21,27,0,48
phs000999.v3.p1,2019,2019.83333333333,130,112,0,242
phs001000.v1.p1,2016,2016.16666666667,1973,349,0,2322
phs001001.v1.p1,2018,2018.08333333333,761,188,448,1397
phs001002.v1.p1,2015,2015.75,761,0,0,761
phs001003.v2.p1,2021,2021.16666666667,259,419,0,678
phs001005.v2.p1,2019,2019.83333333333,18,7,6,31
phs001006.v1.p1,2018,2018.41666666667,0,94,0,94
phs001007.v1.p1,2015,2015.83333333333,53,12,0,65
phs001008.v1.p1,2015,2015.83333333333,419,605,877,1901
phs001009.v1.p1,2016,2016.16666666667,73,105,4,182
phs001011.v2.p1,2020,2020.5,936,635,0,1571
phs001012.v1.p1,2016,2016.41666666667,549,628,953,2130
phs001013.v3.p2,2017,2017.83333333333,606,408,190,1204
phs001014.v1.p1,2016,2016.08333333333,72,101,0,173
phs001015.v1.p1,2016,2016.66666666667,24,56,0,80
phs001016.v1.p1,2016,2016,44,0,92,136
phs001018.v1.p1,2021,2021.08333333333,0,0,22,22
phs001021.v1.p1,2016,2016.08333333333,136,274,0,410
phs001022.v1.p1,2017,2017.58333333333,399,94,6,499
phs001023.v1.p1,2016,2016.33333333333,601,0,0,601
phs001024.v5.p1,2021,2021.33333333333,84,44,0,128
phs001026.v1.p1,2015,2015.83333333333,134,116,0,250
phs001027.v4.p1,2021,2021.41666666667,636,325,0,961
phs001028.v1.p1,2016,2016,0,10,0,10
phs001030.v1.p1,2017,2017.33333333333,246,272,0,518
phs001032.v6.p2,2021,2021.33333333333,826,308,0,1134
phs001033.v1.p1,2016,2016.66666666667,279,257,1529,2065
phs001034.v1.p1,2015,2015.91666666667,0,0,4141,4141
phs001036.v1.p1,2017,2017.08333333333,70,39,0,109
phs001037.v1.p1,2016,2016.83333333333,3570,3442,13190,20202
phs001038.v1.p1,2016,2016.08333333333,9,11,0,20
phs001040.v5.p1,2021,2021.33333333333,0,117,1,118
phs001041.v1.p1,2016,2016.41666666667,156,100,0,256
phs001043.v1.p1,2016,2016.33333333333,0,4658,0,4658
phs001044.v1.p1,2016,2016.66666666667,0,35,0,35
phs001045.v1.p1,2019,2019.5,169,154,0,323
phs001046.v1.p1,2018,2018.41666666667,360,555,0,915
phs001048.v2.p1,2019,2019.25,1214,916,0,2130
phs001049.v1.p1,2018,2018.58333333333,57,48,0,105
phs001050.v1.p1,2016,2016,0,354,0,354
phs001052.v2.p1,2020,2020.83333333333,82,39,0,121
phs001053.v1.p1,2017,2017.91666666667,166,232,1260,1658
phs001055.v1.p1,2017,2017.58333333333,413,404,0,817
phs001057.v1.p1,2016,2016.08333333333,894,99,0,993
phs001058.v1.p1,2016,2016,306,197,0,503
phs001063.v1.p1,2016,2016.33333333333,0,12,0,12
phs001064.v1.p1,2018,2018.08333333333,6,6,0,12
phs001065.v1.p1,2016,2016.33333333333,0,0,609,609
phs001066.v1.p1,2016,2016.08333333333,23,0,0,23
phs001067.v1.p1,2016,2016.08333333333,4,2,0,6
phs001071.v1.p1,2017,2017.66666666667,21,16,13,50
phs001072.v1.p1,2016,2016.16666666667,131,48,0,179
phs001073.v2.p1,2020,2020.91666666667,46,78,0,124
phs001074.v1.p1,2016,2016.16666666667,205,235,164,604
phs001076.v1.p1,2017,2017.25,2379,2104,146,4629
phs001079.v2.p1,2017,2017.58333333333,0,0,66,66
phs001080.v1.p1,2016,2016.25,62,41,0,103
phs001082.v1.p1,2017,2017.08333333333,111,86,6,203
phs001083.v1.p1,2016,2016.16666666667,0,0,99,99
phs001084.v1.p1,2016,2016.16666666667,36,40,0,76
phs001085.v1.p1,2016,2016.5,0,0,35,35
phs001087.v3.p1,2020,2020.66666666667,244,91,0,335
phs001088.v1.p1,2017,2017.5,0,2392,0,2392
phs001090.v1.p1,2019,2019.33333333333,1203,2122,1607,4932
phs001091.v1.p1,2017,2017.33333333333,12,7,0,19
phs001095.v1.p1,2016,2016.66666666667,427,440,0,867
phs001097.v1.p1,2016,2016.58333333333,1072,1154,0,2226
phs001105.v1.p1,2017,2017.66666666667,20,0,0,20
phs001106.v1.p1,2018,2018.75,140,171,69,380
phs001107.v1.p1,2016,2016.33333333333,23,28,0,51
phs001108.v1.p1,2018,2018.16666666667,0,0,46,46
phs001110.v3.p1,2020,2020.66666666667,829,743,786,2358
phs001112.v1.p1,2016,2016.33333333333,0,33,0,33
phs001115.v1.p1,2016,2016.33333333333,4,2,0,6
phs001120.v2.p2,2021,2021.08333333333,12947,0,0,12947
phs001121.v1.p1,2017,2017.16666666667,3,0,0,3
phs001122.v1.p1,2021,2021.16666666667,252,184,360,796
phs001123.v2.p1,2019,2019.66666666667,5947,8558,2690,17195
phs001124.v1.p1,2019,2019.5,54,257,22,333
phs001130.v1.p1,2018,2018.66666666667,96,151,348,595
phs001133.v1.p1,2020,2020.66666666667,0,16783,0,16783
phs001134.v1.p1,2021,2021.33333333333,1122,3493,2,4617
phs001135.v2.p1,2020,2020.16666666667,685,293,9,987
phs001139.v1.p1,2017,2017.08333333333,0,0,94,94
phs001140.v1.p1,2021,2021.08333333333,0,0,5731,5731
phs001141.v1.p1,2017,2017,246,0,0,246
phs001146.v1.p1,2016,2016.41666666667,0,53,0,53
phs001151.v1.p1,2016,2016.41666666667,12,17,0,29
phs001152.v1.p1,2016,2016.58333333333,0,28,0,28
phs001153.v1.p1,2016,2016.58333333333,0,38,0,38
phs001154.v1.p1,2018,2018.66666666667,7278,3340,0,10618
phs001156.v2.p1,2017,2017.75,137,159,0,296
phs001157.v1.p1,2017,2017.25,4534,4895,0,9429
phs001159.v1.p1,2016,2016.41666666667,4,0,0,4
phs001163.v1.p1,2021,2021.25,177,163,8,348
phs001164.v1.p1,2019,2019.16666666667,22,19,0,41
phs001165.v1.p1,2018,2018.33333333333,452,440,8,900
phs001169.v2.p1,2020,2020.41666666667,921,193,0,1114
phs001173.v1.p1,2017,2017.66666666667,2521,812,0,3333
phs001174.v1.p1,2017,2017.25,0,98,0,98
phs001175.v2.p2,2019,2019,0,0,366,366
phs001176.v3.p1,2019,2019.75,921,628,0,1549
phs001177.v2.p1,2019,2019.83333333333,1541,1954,0,3495
phs001178.v1.p1,2018,2018.83333333333,149,150,1,300
phs001179.v1.p1,2017,2017.5,0,0,18004,18004
phs001180.v2.p1,2020,2020.41666666667,2179,2248,35,4462
phs001181.v1.p1,2017,2017.16666666667,0,16,0,16
phs001182.v2.p1,2020,2020.66666666667,41,51,0,92
phs001185.v1.p1,2016,2016.66666666667,931,0,0,931
phs001187.v1.p1,2017,2017.08333333333,0,0,75,75
phs001188.v2.p1,2020,2020,232,190,0,422
phs001189.v4.p1,2021,2021.41666666667,294,70,2,366
phs001191.v1.p1,2017,2017.16666666667,312,588,0,900
phs001192.v1.p1,2016,2016.58333333333,0,0,4,4
phs001194.v3.p2,2020,2020.5,9627,8496,818,18941
phs001196.v1.p1,2018,2018.25,2788,2408,0,5196
phs001198.v1.p1,2018,2018.33333333333,49,44,16,109
phs001199.v1.p1,2016,2016.58333333333,276,118,0,394
phs001200.v1.p1,2016,2016.83333333333,14,12,0,26
phs001201.v2.p1,2019,2019.58333333333,661,799,0,1460
phs001202.v1.p1,2017,2017.5,7506,2713,0,10219
phs001203.v1.p1,2016,2016.91666666667,2530,1046,1,3577
phs001205.v1.p1,2016,2016.75,155,0,317,472
phs001206.v1.p1,2018,2018.08333333333,6,6,0,12
phs001208.v2.p1,2019,2019.58333333333,2523,2892,3087,8502
phs001209.v1.p1,2017,2017.58333333333,17,63,9,89
phs001212.v1.p1,2017,2017.75,50,35,6,91
phs001214.v1.p1,2016,2016.75,13,0,0,13
phs001216.v1.p1,2016,2016.66666666667,241,206,0,447
phs001217.v3.p1,2021,2021.41666666667,973,877,1489,3339
phs001218.v3.p1,2021,2021.41666666667,734,1044,1427,3205
phs001219.v1.p1,2018,2018.25,236,239,0,475
phs001221.v1.p1,2020,2020.08333333333,34736,0,669,35405
phs001223.v1.p1,2016,2016.75,57,0,0,57
phs001224.v1.p1,2016,2016.83333333333,9,8,0,17
phs001226.v1.p1,2017,2017.08333333333,0,0,64,64
phs001229.v1.p1,2017,2017.41666666667,66,62,0,128
phs001231.v2.p1,2018,2018.25,100,48,0,148
phs001232.v4.p2,2021,2021.58333333333,5164,5476,1384,12024
phs001233.v1.p1,2016,2016.83333333333,3,3,0,6
phs001235.v1.p1,2019,2019.16666666667,2,3,0,5
phs001237.v2.p1,2019,2019.75,0,11600,45,11645
phs001238.v2.p1,2018,2018.41666666667,1137,1900,3140,6177
phs001241.v1.p1,2017,2017.83333333333,14,22,0,36
phs001242.v1.p1,2017,2017,0,0,1,1
phs001243.v1.p1,2016,2016.83333333333,0,0,54,54
phs001244.v1.p1,2017,2017,145,58,8,211
phs001245.v1.p1,2018,2018,3,2,2,7
phs001246.v1.p1,2017,2017,12,14,7,33
phs001247.v1.p1,2018,2018.58333333333,451,448,0,899
phs001248.v1.p1,2017,2017.16666666667,42,52,0,94
phs001249.v1.p1,2017,2017.16666666667,0,0,110,110
phs001251.v1.p1,2016,2016.83333333333,2,2,0,4
phs001252.v1.p1,2017,2017.33333333333,1367,792,587,2746
phs001253.v1.p1,2017,2017.08333333333,486,77,0,563
phs001255.v1.p1,2017,2017,0,0,8,8
phs001256.v2.p1,2017,2017.33333333333,50,18,95,163
phs001257.v2.p1,2017,2017.16666666667,20,12,12,44
phs001258.v2.p1,2019,2019.91666666667,676,0,0,676
phs001260.v1.p1,2017,2017,24,19,0,43
phs001261.v1.p1,2017,2017.66666666667,0,17,0,17
phs001264.v1.p1,2018,2018.33333333333,0,4,0,4
phs001265.v1.p1,2017,2017.41666666667,0,58908,1107,60015
phs001266.v2.p1,2020,2020.16666666667,384,261,721,1366
phs001270.v1.p1,2017,2017.75,3,7,4,14
phs001275.v1.p1,2017,2017.41666666667,70,0,0,70
phs001276.v1.p1,2017,2017.08333333333,26,0,78,104
phs001277.v1.p1,2017,2017.75,75,0,0,75
phs001278.v1.p1,2017,2017.41666666667,0,0,198,198
phs001279.v1.p1,2017,2017.91666666667,0,0,39,39
phs001281.v2.p1,2019,2019.08333333333,0,0,40,40
phs001282.v2.p1,2020,2020,29,8,2,39
phs001286.v1.p1,2019,2019.16666666667,10463,2691,0,13154
phs001287.v9.p5,2021,2021.08333333333,941,818,3235,4994
phs001288.v1.p1,2017,2017.75,0,0,264,264
phs001289.v1.p1,2018,2018.25,0,0,29,29
phs001290.v1.p1,2020,2020.5,3297,2933,141,6371
phs001291.v1.p1,2018,2018,0,210,24,234
phs001292.v2.p1,2019,2019.41666666667,0,0,808,808
phs001295.v2.p1,2019,2019.25,0,0,293,293
phs001296.v2.p1,2019,2019.33333333333,0,0,41,41
phs001297.v1.p1,2017,2017.41666666667,369,352,180,901
phs001300.v1.p1,2018,2018,1460,786,0,2246
phs001304.v1.p1,2018,2018.75,591,953,10,1554
phs001305.v1.p1,2017,2017.83333333333,0,0,12,12
phs001307.v1.p1,2021,2021.16666666667,1400,0,0,1400
phs001309.v1.p1,2018,2018.33333333333,0,0,159,159
phs001310.v1.p1,2017,2017.66666666667,0,0,56,56
phs001311.v1.p1,2018,2018.33333333333,0,0,62,62
phs001312.v1.p1,2017,2017.91666666667,2058,3160,0,5218
phs001313.v1.p1,2018,2018.33333333333,0,0,17,17
phs001314.v1.p1,2018,2018.33333333333,0,0,17,17
phs001315.v1.p1,2018,2018.33333333333,4584,4320,197,9101
phs001316.v1.p1,2018,2018.33333333333,0,0,3,3
phs001318.v1.p1,2018,2018.33333333333,0,0,50,50
phs001320.v1.p1,2017,2017.33333333333,0,0,59,59
phs001321.v1.p1,2017,2017.58333333333,0,11841,0,11841
phs001322.v2.p1,2018,2018.25,19,7,0,26
phs001325.v3.p1,2019,2019.83333333333,127,164,112,403
phs001326.v1.p1,2018,2018.25,0,0,748,748
phs001327.v2.p1,2021,2021.33333333333,5497,5866,24538,35901
phs001328.v1.p1,2017,2017.33333333333,0,0,93,93
phs001329.v2.p1,2019,2019.33333333333,0,0,5,5
phs001330.v2.p1,2019,2019.83333333333,0,0,40,40
phs001331.v2.p1,2019,2019.58333333333,0,0,1023,1023
phs001332.v2.p1,2019,2019.83333333333,0,0,354,354
phs001333.v2.p1,2019,2019.58333333333,0,0,21,21
phs001336.v1.p1,2017,2017.16666666667,0,1,0,1
phs001337.v1.p1,2019,2019.83333333333,0,0,48447,48447
phs001338.v1.p1,2017,2017.41666666667,0,0,27,27
phs001340.v1.p1,2019,2019.41666666667,0,0,24,24
phs001341.v1.p1,2017,2017.83333333333,106,158,2,266
phs001342.v1.p1,2018,2018.41666666667,30,16,0,46
phs001343.v1.p1,2017,2017.33333333333,1,0,124,125
phs001344.v1.p1,2017,2017.25,0,52,0,52
phs001345.v3.p1,2021,2021.41666666667,382,882,590,1854
phs001346.v1.p1,2019,2019.16666666667,73,146,0,219
phs001347.v2.p1,2017,2017.91666666667,1619,1319,78,3016
phs001348.v2.p1,2017,2017.66666666667,24,21,0,45
phs001349.v2.p1,2021,2021.25,10093,515,0,10608
phs001351.v1.p1,2019,2019.75,0,0,2,2
phs001352.v1.p1,2017,2017.75,0,0,30,30
phs001357.v1.p1,2017,2017.5,228,196,0,424
phs001358.v1.p1,2017,2017.33333333333,1092,1230,19,2341
phs001359.v3.p1,2021,2021.41666666667,506,558,6,1070
phs001360.v1.p1,2020,2020.33333333333,486,1811,0,2297
phs001362.v1.p1,2017,2017.33333333333,0,3,0,3
phs001363.v1.p1,2017,2017.58333333333,63,44,31,138
phs001364.v1.p1,2018,2018.08333333333,523,619,937,2079
phs001365.v1.p1,2017,2017.41666666667,0,920,0,920
phs001366.v1.p1,2017,2017.91666666667,9,26,0,35
phs001367.v1.p1,2018,2018.5,9474,10474,1556,21504
phs001368.v3.p2,2021,2021.58333333333,1473,2064,0,3537
phs001370.v1.p1,2017,2017.5,57,42,45,144
phs001371.v1.p1,2017,2017.41666666667,0,0,20,20
phs001372.v1.p1,2017,2017.75,912,655,0,1567
phs001373.v2.p2,2019,2019.75,32,20,0,52
phs001374.v2.p1,2021,2021.16666666667,0,0,170,170
phs001376.v1.p1,2017,2017.41666666667,4,5,0,9
phs001377.v1.p1,2017,2017.66666666667,321,44,0,365
phs001378.v1.p1,2019,2019.33333333333,4,2,4,10
phs001380.v1.p1,2019,2019.75,2454,983,0,3437
phs001381.v1.p1,2017,2017.41666666667,352,315,0,667
phs001383.v1.p1,2021,2021,129,138,317,584
phs001384.v1.p1,2017,2017.58333333333,174,94,0,268
phs001385.v1.p1,2017,2017.91666666667,24,180,0,204
phs001386.v2.p1,2020,2020,0,195,3,198
phs001387.v3.p1,2021,2021.41666666667,1158,1185,3138,5481
phs001388.v2.p1,2021,2021.16666666667,2460,4132,0,6592
phs001389.v1.p1,2017,2017.41666666667,54,55,0,109
phs001391.v1.p1,2017,2017.83333333333,1950,0,0,1950
phs001392.v1.p1,2017,2017.66666666667,0,0,30,30
phs001394.v1.p1,2017,2017.66666666667,314,451,405,1170
phs001395.v2.p1,2021,2021.41666666667,3225,4515,0,7740
phs001396.v1.p1,2018,2018.33333333333,749,821,3,1573
phs001397.v1.p1,2017,2017.75,352,469,1256,2077
phs001399.v1.p1,2017,2017.58333333333,69,0,0,69
phs001400.v1.p1,2017,2017.83333333333,6,5,0,11
phs001402.v3.p1,2021,2021.41666666667,795,739,1,1535
phs001403.v1.p1,2017,2017.66666666667,16,28,0,44
phs001404.v1.p1,2020,2020.91666666667,89,344,0,433
phs001405.v1.p1,2017,2017.91666666667,0,28,0,28
phs001406.v1.p1,2019,2019.75,1170,1785,2244,5199
phs001407.v1.p1,2017,2017.58333333333,4,42,0,46
phs001409.v1.p1,2019,2019.33333333333,0,4594,0,4594
phs001411.v1.p1,2018,2018.25,0,0,6385,6385
phs001412.v3.p1,2021,2021.41666666667,169,234,580,983
phs001416.v2.p1,2019,2019.75,2563,2855,0,5418
phs001418.v1.p1,2018,2018.83333333333,13,20,0,33
phs001419.v1.p1,2017,2017.91666666667,0,0,1002,1002
phs001420.v1.p1,2019,2019.41666666667,437,391,0,828
phs001421.v1.p1,2018,2018,34,30,0,64
phs001422.v2.p1,2021,2021.08333333333,28,18,0,46
phs001423.v3.p2,2021,2021.33333333333,927,631,120,1678
phs001424.v1.p1,2017,2017.75,21,15,0,36
phs001425.v1.p1,2017,2017.58333333333,54,31,0,85
phs001426.v1.p1,2017,2017.66666666667,129,117,164,410
phs001427.v2.p1,2021,2021,100,23,0,123
phs001428.v1.p1,2018,2018.66666666667,16,1831,0,1847
phs001430.v2.p1,2020,2020.08333333333,0,0,28,28
phs001432.v1.p1,2017,2017.75,51,35,0,86
phs001433.v1.p1,2017,2017.58333333333,24,18,0,42
phs001434.v2.p1,2021,2021.41666666667,47,18,0,65
phs001435.v2.p1,2021,2021.41666666667,79,41,0,120
phs001438.v1.p1,2017,2017.91666666667,12,25,0,37
phs001439.v1.p1,2018,2018.91666666667,0,335,0,335
phs001441.v1.p1,2017,2017.83333333333,271,294,0,565
phs001442.v3.p2,2021,2021.58333333333,21998,21012,10739,53749
phs001444.v2.p1,2019,2019.83333333333,747,532,637,1916
phs001447.v1.p1,2018,2018.08333333333,21,0,0,21
phs001448.v1.p1,2017,2017.75,81,93,3,177
phs001454.v1.p1,2017,2017.75,0,0,28,28
phs001455.v1.p1,2018,2018.25,1905,3890,0,5795
phs001457.v1.p1,2018,2018.25,2840,7342,11,10193
phs001458.v1.p1,2018,2018.25,721,1165,9893,11779
phs001459.v1.p1,2020,2020.66666666667,463,6410,19200,26073
phs001460.v1.p1,2017,2017.66666666667,45,15,0,60
phs001461.v1.p1,2017,2017.83333333333,0,11,0,11
phs001463.v1.p1,2017,2017.75,0,0,8,8
phs001464.v1.p1,2017,2017.75,34,29,0,63
phs001465.v1.p1,2019,2019.75,153,0,0,153
phs001466.v2.p1,2021,2021.41666666667,425,409,66,900
phs001467.v2.p2,2021,2021.58333333333,1699,3160,52,4911
phs001468.v3.p1,2021,2021.66666666667,1298,1450,47,2795
phs001470.v1.p1,2018,2018.41666666667,18,1504,0,1522
phs001471.v1.p1,2020,2020,141,370,154,665
phs001472.v2.p1,2021,2021.5,1591,898,0,2489
phs001473.v1.p1,2020,2020.91666666667,174,108,0,282
phs001474.v1.p1,2017,2017.83333333333,13,11,0,24
phs001475.v1.p1,2018,2018.58333333333,575,518,0,1093
phs001479.v1.p1,2018,2018.41666666667,2,1,0,3
phs001481.v1.p1,2018,2018.41666666667,238,218,0,456
phs001482.v1.p1,2017,2017.83333333333,0,0,9125,9125
phs001483.v1.p1,2018,2018.25,0,180,0,180
phs001484.v1.p1,2018,2018.33333333333,234,87,0,321
phs001485.v2.p1,2021,2021.16666666667,117,91,0,208
phs001486.v3.p3,2021,2021.75,545,531,0,1076
phs001488.v1.p1,2018,2018.08333333333,0,0,553,553
phs001490.v1.p1,2018,2018.41666666667,1065,1522,0,2587
phs001493.v2.p1,2020,2020,89,48,6,143
phs001495.v2.p1,2019,2019,1,13,0,14
phs001498.v1.p1,2018,2018.16666666667,0,0,237,237
phs001500.v2.p1,2021,2021.25,106,0,0,106
phs001501.v1.p1,2020,2020.58333333333,698,378,0,1076
phs001503.v1.p1,2018,2018,0,864,18,882
phs001504.v2.p1,2021,2021.16666666667,489,487,0,976
phs001505.v1.p1,2018,2018.66666666667,268,140,0,408
phs001511.v1.p1,2019,2019.75,212,338,0,550
phs001512.v1.p1,2018,2018.16666666667,28,40,0,68
phs001513.v1.p1,2018,2018,71,38,0,109
phs001515.v2.p2,2021,2021.66666666667,6460,2710,4,9174
phs001516.v1.p1,2018,2018.16666666667,9563,12137,1,21701
phs001517.v2.p2,2020,2020.25,514,480,12,1006
phs001518.v1.p1,2020,2020,1764,815,0,2579
phs001521.v1.p1,2018,2018.41666666667,179,118,72,369
phs001522.v1.p1,2018,2018.25,654,637,2522,3813
phs001523.v1.p1,2018,2018.83333333333,0,0,10580,10580
phs001524.v1.p1,2019,2019.33333333333,5639,35,0,5674
phs001525.v1.p1,2018,2018.08333333333,111,69,0,180
phs001528.v1.p1,2018,2018.08333333333,0,2,0,2
phs001529.v1.p1,2018,2018.16666666667,0,0,20287,20287
phs001531.v1.p1,2018,2018.08333333333,0,188,0,188
phs001534.v1.p1,2019,2019.66666666667,51,4523,9,4583
phs001535.v1.p1,2018,2018.58333333333,0,34,0,34
phs001538.v1.p1,2018,2018.41666666667,0,0,541,541
phs001539.v1.p1,2018,2018.08333333333,44,57,0,101
phs001541.v1.p1,2019,2019.83333333333,387,10506,2025,12918
phs001543.v2.p1,2021,2021.5,265,84,1,350
phs001544.v2.p1,2021,2021.5,114,7,0,121
phs001545.v2.p1,2021,2021.5,315,152,9,476
phs001546.v2.p1,2021,2021.5,5,1,0,6
phs001547.v2.p1,2021,2021.5,75,15,0,90
phs001550.v2.p1,2018,2018.75,179,152,17,348
phs001554.v1.p1,2018,2018.16666666667,1075,1817,0,2892
phs001555.v1.p1,2018,2018.25,0,0,144,144
phs001556.v1.p1,2018,2018.25,142,69,0,211
phs001557.v1.p1,2018,2018.33333333333,0,3,0,3
phs001559.v1.p1,2018,2018.16666666667,155,28,10,193
phs001563.v1.p1,2018,2018.58333333333,0,0,87,87
phs001564.v3.p1,2020,2020.08333333333,95,97,40,232
phs001566.v1.p1,2018,2018.16666666667,0,2,0,2
phs001568.v1.p1,2018,2018.33333333333,0,49,666,715
phs001570.v2.p1,2020,2020.25,3,679,0,682
phs001571.v1.p1,2020,2020.58333333333,964,1270,9,2243
phs001572.v1.p1,2018,2018.25,390,234,0,624
phs001573.v1.p1,2020,2020.25,322,180,0,502
phs001575.v2.p1,2019,2019.83333333333,0,0,42,42
phs001576.v2.p2,2019,2019.66666666667,0,0,52,52
phs001578.v1.p1,2018,2018.83333333333,176,192,0,368
phs001580.v1.p1,2018,2018.58333333333,45,66,0,111
phs001581.v1.p1,2018,2018.66666666667,27,7,3,37
phs001584.v2.p2,2020,2020.83333333333,47973,56726,54,104753
phs001585.v1.p1,2019,2019.16666666667,269,198,4,471
phs001586.v1.p1,2018,2018.41666666667,172,176,0,348
phs001587.v1.p1,2018,2018.33333333333,31,0,0,31
