phs000001	2012-04-06	14:28	-	
phs000007	2020-12-22	13:37	-	
phs000016	2011-04-08	10:51	-	
phs000017	2011-04-08	10:51	-	
phs000018	2014-12-22	11:32	-	
phs000019	2011-04-08	10:51	-	
phs000020	2011-04-08	10:51	-	
phs000021	2011-04-08	10:51	-	
phs000048	2011-04-08	10:51	-	
phs000049	2011-04-08	10:51	-	
phs000050	2011-04-08	10:51	-	
phs000086	2014-11-05	15:21	-	
phs000088	2011-04-08	10:51	-	
phs000089	2011-04-08	10:51	-	
phs000090	2011-04-08	10:51	-	
phs000091	2011-04-08	10:51	-	
phs000092	2011-04-08	10:51	-	
phs000093	2011-04-08	10:51	-	
phs000094	2011-04-08	10:51	-	
phs000095	2021-11-08	07:10	-	
phs000096	2011-12-02	13:24	-	
phs000100	2011-04-13	15:32	-	
phs000101	2018-09-11	11:34	-	
phs000102	2011-04-08	10:51	-	
phs000103	2011-04-08	10:51	-	
phs000122	2011-04-08	10:51	-	
phs000123	2011-04-29	11:51	-	
phs000124	2011-04-08	10:51	-	
phs000125	2011-04-08	10:51	-	
phs000126	2016-09-29	12:33	-	
phs000127	2011-04-08	10:51	-	
phs000128	2011-04-08	10:51	-	
phs000130	2011-04-08	10:51	-	
phs000138	2011-04-08	10:51	-	
phs000139	2011-04-08	10:52	-	
phs000140	2011-04-08	10:52	-	
phs000142	2011-04-08	10:52	-	
phs000143	2011-04-08	10:52	-	
phs000144	2011-04-08	10:52	-	
phs000145	2013-04-19	08:43	-	
phs000147	2015-06-11	15:27	-	
phs000153	2016-03-02	12:48	-	
phs000159	2021-07-21	13:18	-	
phs000160	2013-11-07	08:36	-	
phs000166	2011-04-08	10:52	-	
phs000167	2011-04-08	10:52	-	
phs000168	2015-04-28	13:22	-	
phs000169	2011-04-08	10:52	-	
phs000170	2015-03-09	14:06	-	
phs000171	2011-04-08	10:52	-	
phs000178	2021-02-23	13:18	-	
phs000179	2019-05-03	10:49	-	
phs000180	2015-05-28	08:20	-	
phs000181	2011-04-08	10:52	-	
phs000182	2011-04-08	10:52	-	
phs000184	2011-04-29	11:51	-	
phs000185	2020-06-24	08:20	-	
phs000187	2011-04-08	10:52	-	
phs000188	2011-04-08	10:52	-	
phs000196	2015-06-30	13:26	-	
phs000199	2011-04-08	10:52	-	
phs000200	2019-10-11	15:39	-	
phs000201	2014-04-18	08:42	-	
phs000202	2011-04-08	10:52	-	
phs000203	2011-04-08	10:52	-	
phs000204	2011-04-08	10:52	-	
phs000205	2016-06-20	13:54	-	
phs000206	2015-09-25	14:10	-	
phs000207	2011-04-08	10:52	-	
phs000209	2014-11-18	16:07	-	
phs000210	2011-04-08	10:52	-	
phs000211	2011-04-08	10:52	-	
phs000215	2013-09-28	20:59	-	
phs000216	2011-04-08	10:52	-	
phs000217	2019-10-08	09:23	-	
phs000218	2021-10-09	09:19	-	
phs000219	2011-04-08	10:52	-	
phs000220	2018-06-28	13:07	-	
phs000221	2011-06-21	16:32	-	
phs000222	2020-02-27	09:51	-	
phs000223	2012-03-30	13:08	-	
phs000224	2020-02-13	08:38	-	
phs000225	2011-04-08	10:52	-	
phs000226	2011-07-20	14:57	-	
phs000227	2012-09-28	10:45	-	
phs000228	2018-02-09	14:30	-	
phs000233	2019-09-12	11:40	-	
phs000234	2018-05-30	14:57	-	
phs000235	2021-09-02	21:25	-	
phs000236	2012-04-18	07:33	-	
phs000237	2011-04-22	10:09	-	
phs000238	2013-11-21	08:22	-	
phs000239	2011-04-08	10:52	-	
phs000240	2011-08-03	19:39	-	
phs000244	2011-04-08	10:52	-	
phs000245	2011-04-08	10:52	-	
phs000247	2017-08-01	23:56	-	
phs000248	2014-02-13	12:09	-	
phs000249	2014-04-21	13:01	-	
phs000250	2011-07-08	13:08	-	
phs000251	2014-03-05	08:31	-	
phs000252	2011-04-08	10:52	-	
phs000254	2012-10-24	15:16	-	
phs000255	2011-04-08	10:52	-	
phs000256	2019-10-31	15:57	-	
phs000257	2018-09-25	09:17	-	
phs000258	2011-04-15	10:56	-	
phs000259	2011-04-08	10:52	-	
phs000260	2017-10-13	11:11	-	
phs000261	2011-04-08	10:52	-	
phs000262	2017-09-08	18:23	-	
phs000263	2011-04-08	10:52	-	
phs000264	2011-04-08	10:52	-	
phs000265	2011-10-17	13:50	-	
phs000266	2013-10-25	16:18	-	
phs000267	2017-01-09	15:07	-	
phs000268	2011-04-08	10:52	-	
phs000269	2011-04-08	10:52	-	
phs000272	2011-04-08	10:52	-	
phs000273	2011-07-12	11:23	-	
phs000274	2011-11-30	14:51	-	
phs000275	2012-10-02	11:58	-	
phs000276	2014-01-24	11:03	-	
phs000277	2020-07-09	05:42	-	
phs000279	2013-10-25	13:55	-	
phs000280	2020-06-30	08:46	-	
phs000282	2011-04-08	10:52	-	
phs000283	2011-04-08	10:52	-	
phs000284	2018-11-30	15:32	-	
phs000285	2013-08-23	11:56	-	
phs000286	2019-05-10	10:38	-	
phs000287	2020-04-30	09:38	-	
phs000288	2017-11-16	10:27	-	
phs000289	2011-06-28	15:00	-	
phs000290	2011-09-06	16:11	-	
phs000291	2012-05-21	09:19	-	
phs000292	2011-04-08	10:52	-	
phs000293	2013-07-26	11:56	-	
phs000294	2011-04-08	10:52	-	
phs000295	2017-12-29	08:12	-	
phs000297	2012-09-26	14:05	-	
phs000298	2018-07-13	09:26	-	
phs000299	2014-02-28	13:54	-	
phs000301	2012-06-14	15:09	-	
phs000302	2011-08-19	14:37	-	
phs000303	2011-10-28	15:13	-	
phs000304	2018-05-14	08:48	-	
phs000305	2011-04-08	10:52	-	
phs000306	2014-04-17	15:15	-	
phs000308	2011-04-08	10:52	-	
phs000309	2011-11-08	13:45	-	
phs000310	2011-05-02	16:38	-	
phs000311	2011-05-03	12:26	-	
phs000313	2017-12-05	16:50	-	
phs000314	2012-07-18	07:48	-	
phs000327	2013-03-25	11:28	-	
phs000328	2013-12-30	14:07	-	
phs000330	2011-04-08	10:52	-	
phs000331	2012-03-30	12:05	-	
phs000332	2016-02-03	07:42	-	
phs000333	2011-10-25	15:25	-	
phs000335	2015-06-25	08:52	-	
phs000336	2011-05-27	11:01	-	
phs000337	2016-07-29	13:43	-	
phs000338	2011-04-29	11:20	-	
phs000339	2013-03-28	14:16	-	
phs000340	2014-04-17	09:15	-	
phs000341	2013-06-11	13:13	-	
phs000342	2011-04-28	15:57	-	
phs000343	2013-06-11	12:25	-	
phs000344	2011-06-30	11:20	-	
phs000345	2012-05-02	12:55	-	
phs000346	2015-06-12	12:20	-	
phs000347	2013-07-10	15:13	-	
phs000348	2014-12-23	09:49	-	
phs000349	2011-05-05	13:36	-	
phs000350	2014-04-01	12:48	-	
phs000351	2011-05-17	12:57	-	
phs000352	2012-01-20	16:52	-	
phs000353	2011-08-16	16:00	-	
phs000354	2013-09-27	15:32	-	
phs000355	2014-12-17	13:38	-	
phs000356	2017-05-31	14:43	-	
phs000357	2018-09-28	15:37	-	
phs000358	2011-09-15	14:25	-	
phs000359	2012-08-31	14:28	-	
phs000360	2016-08-11	15:05	-	
phs000361	2011-08-12	14:06	-	
phs000362	2013-08-28	12:34	-	
phs000364	2013-11-15	22:09	-	
phs000365	2011-08-16	16:36	-	
phs000366	2011-08-02	22:39	-	
phs000367	2013-08-12	14:56	-	
phs000368	2011-11-30	11:56	-	
phs000369	2012-04-20	08:27	-	
phs000370	2014-04-17	15:49	-	
phs000371	2016-11-21	17:23	-	
phs000372	2014-02-19	16:20	-	
phs000373	2017-12-01	10:54	-	
phs000374	2011-11-08	13:46	-	
phs000375	2012-02-08	14:07	-	
phs000376	2014-10-21	14:05	-	
phs000378	2014-05-06	11:45	-	
phs000379	2011-10-05	15:17	-	
phs000380	2012-01-18	13:12	-	
phs000381	2011-12-19	15:40	-	
phs000382	2018-06-07	08:53	-	
phs000383	2012-12-14	12:14	-	
phs000384	2012-07-30	16:56	-	
phs000385	2011-11-29	14:01	-	
phs000387	2011-12-19	15:41	-	
phs000388	2011-09-21	11:32	-	
phs000389	2011-11-04	12:57	-	
phs000390	2012-04-26	16:41	-	
phs000391	2012-12-11	14:54	-	
phs000392	2011-10-20	14:22	-	
phs000393	2012-01-18	13:19	-	
phs000394	2012-06-22	13:32	-	
phs000395	2012-07-23	08:03	-	
phs000396	2011-10-07	13:01	-	
phs000397	2020-11-10	19:46	-	
phs000398	2012-02-22	11:49	-	
phs000400	2012-02-22	11:01	-	
phs000401	2012-03-02	14:21	-	
phs000402	2012-03-01	08:37	-	
phs000404	2011-12-13	15:58	-	
phs000405	2012-11-21	07:30	-	
phs000406	2011-10-26	21:49	-	
phs000407	2012-05-02	12:56	-	
phs000408	2011-12-06	12:22	-	
phs000409	2013-03-19	16:09	-	
phs000410	2014-03-14	11:41	-	
phs000413	2012-11-21	07:29	-	
phs000414	2012-05-30	09:38	-	
phs000415	2015-08-14	11:22	-	
phs000416	2019-06-27	07:50	-	
phs000417	2012-02-02	08:42	-	
phs000418	2014-04-17	09:03	-	
phs000419	2012-02-03	10:06	-	
phs000421	2013-05-31	14:53	-	
phs000422	2013-05-16	12:32	-	
phs000423	2012-03-10	09:58	-	
phs000424	2019-07-18	17:50	-	
phs000425	2012-03-11	19:41	-	
phs000426	2011-12-15	10:47	-	
phs000428	2017-02-02	10:22	-	
phs000430	2013-02-20	16:02	-	
phs000431	2015-02-23	15:36	-	
phs000433	2012-08-17	12:09	-	
phs000434	2012-09-12	12:25	-	
phs000435	2017-04-05	16:13	-	
phs000436	2014-02-26	16:01	-	
phs000437	2014-05-01	11:34	-	
phs000438	2014-09-30	14:51	-	
phs000439	2012-09-05	11:46	-	
phs000440	2012-03-20	12:35	-	
phs000442	2012-04-12	15:58	-	
phs000443	2012-05-08	15:05	-	
phs000444	2014-12-17	13:27	-	
phs000445	2012-10-16	15:35	-	
phs000447	2012-04-26	16:37	-	
phs000448	2012-09-04	13:28	-	
phs000449	2012-08-09	08:00	-	
phs000450	2020-11-02	07:08	-	
phs000451	2012-09-14	08:08	-	
phs000452	2020-03-02	09:07	-	
phs000454	2013-06-26	08:12	-	
phs000455	2012-06-22	13:38	-	
phs000456	2012-05-08	14:37	-	
phs000458	2013-12-18	09:31	-	
phs000459	2016-01-13	11:20	-	
phs000460	2014-05-23	14:23	-	
phs000461	2014-02-19	14:19	-	
phs000462	2013-05-09	07:34	-	
phs000472	2017-09-13	16:07	-	
phs000473	2016-10-26	15:32	-	
phs000474	2016-04-28	12:43	-	
phs000475	2012-06-08	14:37	-	
phs000476	2012-07-17	11:29	-	
phs000477	2012-06-07	11:59	-	
phs000478	2012-05-07	10:05	-	
phs000479	2013-04-25	15:07	-	
phs000480	2020-07-21	07:50	-	
phs000481	2020-07-31	07:53	-	
phs000482	2012-09-07	13:34	-	
phs000484	2012-06-07	11:58	-	
phs000485	2012-06-08	14:38	-	
phs000486	2014-12-22	11:31	-	
phs000487	2014-04-15	15:21	-	
phs000488	2016-12-08	12:59	-	
phs000490	2012-10-02	12:40	-	
phs000491	2012-10-05	12:26	-	
phs000492	2020-07-14	18:11	-	
phs000493	2013-02-22	16:24	-	
phs000494	2012-07-23	12:50	-	
phs000495	2012-08-30	10:40	-	
phs000496	2014-07-09	15:32	-	
phs000497	2016-10-14	09:05	-	
phs000500	2013-04-25	16:06	-	
phs000501	2014-12-17	13:38	-	
phs000502	2012-08-03	10:03	-	
phs000504	2013-12-04	11:36	-	
phs000505	2013-07-31	11:51	-	
phs000507	2019-07-09	12:26	-	
phs000508	2014-04-17	08:54	-	
phs000509	2015-06-23	11:04	-	
phs000510	2020-12-08	11:28	-	
phs000511	2012-10-01	12:00	-	
phs000512	2012-10-19	12:35	-	
phs000513	2012-09-14	13:22	-	
phs000514	2012-10-25	11:59	-	
phs000516	2017-04-13	14:31	-	
phs000517	2015-06-11	15:34	-	
phs000518	2012-10-12	19:50	-	
phs000519	2014-03-12	14:08	-	
phs000521	2020-05-01	05:44	-	
phs000522	2013-01-17	07:31	-	
phs000523	2012-09-17	12:23	-	
phs000524	2013-01-04	14:39	-	
phs000525	2013-03-29	13:18	-	
phs000535	2012-11-02	13:01	-	
phs000536	2016-02-25	13:34	-	
phs000537	2012-11-26	14:38	-	
phs000538	2012-11-28	12:50	-	
phs000539	2012-12-04	14:53	-	
phs000540	2012-11-30	12:11	-	
phs000541	2013-03-28	17:18	-	
phs000542	2012-11-28	12:51	-	
phs000543	2014-11-07	12:24	-	
phs000545	2015-06-12	12:52	-	
phs000546	2013-07-10	11:50	-	
phs000547	2012-12-19	13:17	-	
phs000548	2013-07-10	11:47	-	
phs000549	2013-06-18	14:58	-	
phs000550	2013-01-30	15:34	-	
phs000551	2014-02-20	11:21	-	
phs000552	2014-04-15	15:24	-	
phs000553	2013-06-27	14:46	-	
phs000554	2017-10-18	10:10	-	
phs000556	2013-07-10	11:47	-	
phs000558	2017-04-07	11:33	-	
phs000559	2014-01-15	15:06	-	
phs000560	2014-07-25	14:16	-	
phs000561	2012-11-14	14:06	-	
phs000562	2013-01-30	10:14	-	
phs000563	2013-07-01	12:27	-	
phs000564	2015-07-14	11:44	-	
phs000565	2012-12-14	15:36	-	
phs000567	2013-01-11	14:25	-	
phs000568	2013-01-10	12:22	-	
phs000571	2016-01-06	12:51	-	
phs000572	2019-12-05	12:16	-	
phs000573	2013-04-02	14:06	-	
phs000574	2017-03-13	14:54	-	
phs000575	2020-03-02	08:48	-	
phs000576	2017-03-20	14:22	-	
phs000577	2018-02-01	09:50	-	
phs000578	2017-10-24	17:15	-	
phs000579	2013-11-26	12:01	-	
phs000580	2013-06-18	11:45	-	
phs000581	2013-06-11	13:09	-	
phs000582	2013-05-16	13:50	-	
phs000583	2014-03-24	12:32	-	
phs000584	2021-01-28	13:54	-	
phs000585	2016-10-26	14:28	-	
phs000586	2017-04-10	11:02	-	
phs000587	2014-04-28	12:59	-	
phs000588	2019-08-14	08:11	-	
phs000589	2019-07-30	08:02	-	
phs000590	2018-09-05	13:01	-	
phs000592	2017-07-27	16:36	-	
phs000594	2017-06-21	09:57	-	
phs000595	2017-08-18	16:11	-	
phs000596	2017-08-18	16:11	-	
phs000597	2013-11-26	13:32	-	
phs000598	2013-11-22	13:01	-	
phs000600	2015-01-14	15:56	-	
phs000601	2013-10-29	12:20	-	
phs000602	2014-04-17	09:17	-	
phs000603	2018-03-15	10:56	-	
phs000604	2013-08-22	11:43	-	
phs000605	2018-04-02	09:52	-	
phs000606	2018-03-19	11:44	-	
phs000607	2018-05-17	14:48	-	
phs000608	2013-12-13	12:39	-	
phs000609	2013-06-20	12:45	-	
phs000611	2014-01-15	12:46	-	
phs000612	2014-06-04	16:13	-	
phs000614	2013-07-22	15:20	-	
phs000615	2014-09-29	11:22	-	
phs000616	2015-07-17	14:39	-	
phs000617	2016-06-21	14:36	-	
phs000618	2013-10-25	14:07	-	
phs000619	2013-09-05	10:56	-	
phs000620	2015-06-25	08:51	-	
phs000621	2013-06-26	12:04	-	
phs000622	2014-12-23	14:28	-	
phs000623	2013-08-22	11:51	-	
phs000624	2019-11-15	08:07	-	
phs000625	2014-07-03	12:14	-	
phs000626	2015-08-25	11:44	-	
phs000627	2014-03-14	12:38	-	
phs000628	2014-12-16	16:07	-	
phs000629	2014-10-21	14:11	-	
phs000630	2014-05-02	13:45	-	
phs000631	2014-01-15	15:07	-	
phs000632	2014-01-30	12:45	-	
phs000633	2014-03-21	11:39	-	
phs000634	2015-06-30	09:06	-	
phs000636	2013-08-22	12:50	-	
phs000637	2013-10-29	12:26	-	
phs000638	2014-02-21	13:17	-	
phs000639	2015-10-20	07:53	-	
phs000640	2021-01-13	06:35	-	
phs000641	2013-12-04	14:30	-	
phs000644	2013-09-11	08:53	-	
phs000645	2019-04-11	15:41	-	
phs000646	2013-09-11	08:53	-	
phs000647	2013-12-20	11:54	-	
phs000648	2015-06-22	15:20	-	
phs000649	2021-05-10	07:05	-	
phs000650	2013-11-01	15:01	-	
phs000652	2013-12-17	14:13	-	
phs000653	2018-09-19	10:31	-	
phs000655	2017-01-19	14:18	-	
phs000656	2013-09-27	08:05	-	
phs000657	2013-11-21	08:22	-	
phs000658	2014-01-30	14:48	-	
phs000659	2013-11-01	15:37	-	
phs000660	2014-06-06	13:01	-	
phs000661	2013-12-18	14:16	-	
phs000662	2013-12-20	11:12	-	
phs000663	2021-10-03	09:29	-	
phs000664	2013-11-15	13:08	-	
phs000666	2014-02-05	15:22	-	
phs000669	2016-10-21	10:58	-	
phs000670	2014-01-24	10:08	-	
phs000671	2013-11-14	15:17	-	
phs000672	2015-09-14	13:11	-	
phs000673	2020-04-28	08:14	-	
phs000674	2014-01-27	11:08	-	
phs000676	2018-02-28	10:56	-	
phs000677	2013-12-20	10:46	-	
phs000678	2015-02-26	09:44	-	
phs000679	2014-04-09	11:39	-	
phs000681	2020-02-27	09:29	-	
phs000682	2014-04-11	12:44	-	
phs000684	2014-05-09	00:17	-	
phs000687	2015-03-26	15:13	-	
phs000689	2014-11-18	11:58	-	
phs000690	2014-01-30	14:10	-	
phs000691	2015-02-13	13:23	-	
phs000692	2014-02-27	15:54	-	
phs000693	2021-05-03	05:49	-	
phs000694	2017-09-13	14:51	-	
phs000695	2018-04-10	15:24	-	
phs000697	2018-04-20	09:23	-	
phs000698	2018-04-02	09:52	-	
phs000699	2015-01-07	15:36	-	
phs000700	2019-11-27	07:54	-	
phs000701	2016-07-28	14:17	-	
phs000703	2014-07-30	14:39	-	
phs000706	2014-06-19	10:56	-	
phs000707	2017-04-20	12:58	-	
phs000708	2015-10-02	13:02	-	
phs000709	2014-05-09	12:03	-	
phs000710	2015-01-09	13:34	-	
phs000711	2021-04-13	12:32	-	
phs000712	2015-11-03	10:59	-	
phs000713	2014-10-21	12:34	-	
phs000714	2014-07-22	16:10	-	
phs000715	2014-06-25	15:24	-	
phs000716	2014-06-10	09:56	-	
phs000717	2014-10-17	13:20	-	
phs000718	2015-06-23	10:58	-	
phs000719	2014-08-19	13:11	-	
phs000720	2021-07-02	06:07	-	
phs000722	2017-05-05	11:46	-	
phs000723	2020-07-14	08:11	-	
phs000725	2020-07-23	06:47	-	
phs000726	2015-03-17	13:01	-	
phs000727	2014-11-05	12:58	-	
phs000728	2018-02-06	09:57	-	
phs000729	2014-06-24	16:36	-	
phs000730	2015-11-17	15:33	-	
phs000732	2014-04-24	10:37	-	
phs000733	2015-03-10	13:07	-	
phs000734	2014-06-10	10:57	-	
phs000735	2014-05-23	14:23	-	
phs000737	2015-02-05	11:43	-	
phs000738	2014-05-12	10:45	-	
phs000739	2014-05-05	12:09	-	
phs000740	2019-07-10	08:39	-	
phs000741	2016-11-29	12:05	-	
phs000742	2018-07-24	14:56	-	
phs000743	2016-07-08	15:42	-	
phs000744	2016-08-09	11:12	-	
phs000745	2014-08-15	11:56	-	
phs000747	2017-11-30	15:57	-	
phs000748	2019-03-20	15:37	-	
phs000750	2014-09-05	11:32	-	
phs000751	2014-12-17	11:40	-	
phs000753	2014-09-30	12:17	-	
phs000755	2019-01-08	13:57	-	
phs000756	2019-03-04	21:31	-	
phs000757	2015-04-01	12:56	-	
phs000758	2014-10-07	10:49	-	
phs000759	2014-10-08	15:40	-	
phs000760	2015-02-20	12:36	-	
phs000761	2015-03-27	14:17	-	
phs000763	2015-01-26	14:09	-	
phs000766	2015-03-31	08:37	-	
phs000767	2014-07-11	12:11	-	
phs000768	2017-06-29	12:46	-	
phs000769	2015-11-24	08:42	-	
phs000770	2016-09-02	13:09	-	
phs000771	2019-02-28	12:54	-	
phs000772	2014-10-17	13:12	-	
phs000774	2018-02-16	15:14	-	
phs000775	2014-07-25	13:12	-	
phs000776	2014-10-27	15:42	-	
phs000777	2014-09-05	11:19	-	
phs000778	2014-11-05	12:30	-	
phs000779	2014-10-17	13:14	-	
phs000781	2017-06-12	14:07	-	
phs000782	2017-10-06	10:25	-	
phs000783	2018-04-19	08:04	-	
phs000784	2019-11-27	10:07	-	
phs000785	2019-12-26	08:53	-	
phs000787	2015-05-11	13:17	-	
phs000788	2018-05-16	07:54	-	
phs000789	2015-10-30	09:07	-	
phs000790	2015-01-29	14:07	-	
phs000791	2020-01-21	08:14	-	
phs000792	2014-11-25	09:04	-	
phs000793	2014-09-12	16:27	-	
phs000794	2015-04-16	09:13	-	
phs000795	2017-04-11	11:31	-	
phs000796	2016-05-19	14:31	-	
phs000797	2014-10-24	11:23	-	
phs000798	2014-11-26	11:05	-	
phs000799	2015-06-12	08:43	-	
phs000801	2016-09-27	11:33	-	
phs000803	2017-09-21	13:53	-	
phs000804	2016-12-13	17:46	-	
phs000806	2016-03-24	13:45	-	
phs000807	2015-02-03	12:18	-	
phs000808	2019-11-20	07:59	-	
phs000809	2014-11-25	14:45	-	
phs000810	2015-12-08	08:33	-	
phs000811	2015-01-09	15:46	-	
phs000812	2015-06-23	10:58	-	
phs000813	2015-10-26	08:20	-	
phs000814	2016-01-21	14:25	-	
phs000815	2020-02-25	13:51	-	
phs000816	2017-04-20	12:42	-	
phs000817	2015-02-10	16:19	-	
phs000819	2018-02-09	14:53	-	
phs000820	2015-11-17	15:33	-	
phs000821	2014-11-12	14:02	-	
phs000822	2016-03-31	12:54	-	
phs000823	2016-06-21	14:19	-	
phs000824	2016-01-20	11:23	-	
phs000825	2014-11-20	13:13	-	
phs000826	2015-05-12	13:12	-	
phs000827	2016-11-22	10:45	-	
phs000828	2019-11-13	11:44	-	
phs000830	2015-09-16	15:05	-	
phs000831	2015-08-21	11:41	-	
