0,EGAS00001001585,
0,EGAS00000000092,HP:0002664
1,EGAS00000000092,HP:0005550
2,EGAS00000000092,HP:5200049
0,EGAS00001001540,HP:0002664
1,EGAS00001001540,HP:0002671
0,EGAS00001001487,HP:0002664
1,EGAS00001001487,HP:0002860
0,EGAS00000000029,HP:0002664
0,EGAS00001001539,HP:0005550
1,EGAS00001001539,HP:0002664
2,EGAS00001001539,HP:0002885
3,EGAS00001001539,HP:0032320
0,EGAS00001001591,HP:0002664
1,EGAS00001001591,HP:5200049
2,EGAS00001001591,HP:0032320
0,EGAS00001001520,HP:0007716
0,EGAS00000000122,HP:0003002
1,EGAS00000000122,HP:0002664
2,EGAS00000000122,HP:0100013
0,EGAS00001000001,HP:0001730
0,EGAS00001000002,HP:0003002
0,EGAS00001000003,HP:0002664
0,EGAS00001000004,HP:0003002
0,EGAS00001000005,HP:0002664
0,EGAS00001000006,HP:0002664
0,EGAS00001000008,
0,EGAS00001000009,
0,EGAS00001000011,HP:0002664
0,EGAS00001000012,HP:0002664
0,EGAS00001000013,HP:0002664
0,EGAS00001000014,HP:0002664
0,EGAS00001000016,
0,EGAS00001000017,HP:0002861
0,EGAS00001000020,
0,EGAS00001000023,HP:0001258
1,EGAS00001000023,HP:0045028
2,EGAS00001000023,HP:0010864
0,EGAS00001000024,
0,EGAS00001000025,
0,EGAS00001000026,
0,EGAS00001000027,HP:0006733
1,EGAS00001000027,HP:0002664
0,EGAS00001000028,HP:0002664
1,EGAS00001000028,HP:0001901
0,EGAS00001000030,HP:0002664
1,EGAS00001000030,HP:0030731
0,EGAS00001000031,HP:0003002
1,EGAS00001000031,HP:0002664
0,EGAS00001000032,HP:0100726
1,EGAS00001000032,HP:0002664
0,EGAS00001000033,HP:0001903
1,EGAS00001000033,HP:0002664
2,EGAS00001000033,HP:0004808
0,EGAS00001000034,HP:0002664
0,EGAS00001000035,HP:0001909
1,EGAS00001000035,HP:0004836
2,EGAS00001000035,HP:0004808
0,EGAS00001000036,HP:0002664
1,EGAS00001000036,HP:0006775
0,EGAS00001000037,HP:0100751
1,EGAS00001000037,HP:0002664
0,EGAS00001000038,HP:0002664
1,EGAS00001000038,HP:0006765
0,EGAS00001000040,HP:0002664
0,EGAS00001000041,
0,EGAS00001000042,HP:0003002
0,EGAS00001000043,HP:0001658
1,EGAS00001000043,HP:0032316
0,EGAS00001000046,HP:0004808
0,EGAS00001000047,
0,EGAS00001000048,HP:0032316
1,EGAS00001000048,HP:0002315
2,EGAS00001000048,HP:0030212
3,EGAS00001000048,HP:0001250
4,EGAS00001000048,HP:0002076
0,EGAS00001000049,HP:0001650
0,EGAS00001000050,HP:0001658
1,EGAS00001000050,HP:0032316
0,EGAS00001000052,
0,EGAS00001000053,HP:0004813
1,EGAS00001000053,HP:5200049
0,EGAS00001000054,HP:0000924
1,EGAS00001000054,HP:0001873
2,EGAS00001000054,HP:0001892
3,EGAS00001000054,HP:0032320
0,EGAS00001000055,HP:0032322
1,EGAS00001000055,HP:5200049
0,EGAS00001000058,HP:0002664
1,EGAS00001000058,HP:0006721
0,EGAS00001000059,
0,EGAS00001000060,HP:0100280
1,EGAS00001000060,HP:0030212
2,EGAS00001000060,HP:0032321
3,EGAS00001000060,HP:0032320
0,EGAS00001000061,
0,EGAS00001000062,HP:0005978
0,EGAS00001000063,HP:0011675
1,EGAS00001000063,HP:5200049
2,EGAS00001000063,HP:0001645
3,EGAS00001000063,HP:0032320
0,EGAS00001000064,HP:0003510
0,EGAS00001000066,HP:0032320
0,EGAS00001000067,
0,EGAS00001000068,
0,EGAS00001000069,HP:0030212
0,EGAS00001000071,
0,EGAS00001000074,HP:0002664
0,EGAS00001000075,
0,EGAS00001000076,HP:0002664
0,EGAS00001000077,HP:0030212
1,EGAS00001000077,HP:0002664
0,EGAS00001000078,
0,EGAS00001000079,HP:0001658
1,EGAS00001000079,HP:0032316
0,EGAS00001000080,HP:0001909
0,EGAS00001000081,HP:0001909
0,EGAS00001000082,HP:0002664
1,EGAS00001000082,HP:0003006
2,EGAS00001000082,HP:0002665
3,EGAS00001000082,HP:0100526
0,EGAS00001000085,HP:0030692
1,EGAS00001000085,HP:0002664
2,EGAS00001000085,HP:0002885
0,EGAS00001000086,HP:0001626
1,EGAS00001000086,HP:0012393
2,EGAS00001000086,HP:0004324
3,EGAS00001000086,HP:0002099
0,EGAS00001000087,HP:0002664
0,EGAS00001000088,HP:0002664
1,EGAS00001000088,HP:0001894
2,EGAS00001000088,HP:0032320
0,EGAS00001000089,HP:0002863
1,EGAS00001000089,HP:0002664
0,EGAS00001000090,HP:0030212
1,EGAS00001000090,HP:0001513
2,EGAS00001000090,HP:0000790
0,EGAS00001000091,HP:0001626
1,EGAS00001000091,HP:0012526
0,EGAS00001000092,HP:0003002
0,EGAS00001000093,HP:0001872
1,EGAS00001000093,HP:0001252
0,EGAS00001000094,HP:0002664
0,EGAS00001000095,HP:0002664
0,EGAS00001000096,
0,EGAS00001000097,HP:5200049
0,EGAS00001000098,
0,EGAS00001000099,HP:0001888
1,EGAS00001000099,HP:0002721
2,EGAS00001000099,HP:0031690
0,EGAS00001000100,HP:0032321
1,EGAS00001000100,HP:0001875
2,EGAS00001000100,HP:0032320
0,EGAS00001000101,HP:0001513
0,EGAS00001000102,HP:0002664
1,EGAS00001000102,HP:0001894
0,EGAS00001000103,HP:0002664
0,EGAS00001000104,HP:0001626
1,EGAS00001000104,HP:0040236
0,EGAS00001000105,HP:0001626
0,EGAS00001000106,HP:0001626
0,EGAS00001000107,HP:0001626
0,EGAS00001000108,HP:0001513
0,EGAS00001000109,HP:0030212
1,EGAS00001000109,HP:0100753
2,EGAS00001000109,HP:0001513
0,EGAS00001000110,HP:0030212
1,EGAS00001000110,HP:0001513
2,EGAS00001000110,HP:0032320
3,EGAS00001000110,HP:0000729
0,EGAS00001000111,HP:0001513
1,EGAS00001000111,HP:0000729
0,EGAS00001000112,HP:0001631
1,EGAS00001000112,HP:0001513
2,EGAS00001000112,HP:0032316
3,EGAS00001000112,HP:0001249
0,EGAS00001000113,HP:0000717
1,EGAS00001000113,HP:0001513
0,EGAS00001000114,HP:0032316
1,EGAS00001000114,HP:0000717
2,EGAS00001000114,HP:0001513
3,EGAS00001000114,HP:0001249
4,EGAS00001000114,HP:0007018
5,EGAS00001000114,HP:0000729
0,EGAS00001000115,HP:0001631
1,EGAS00001000115,HP:0001513
2,EGAS00001000115,HP:0000717
3,EGAS00001000115,HP:0000729
0,EGAS00001000117,HP:0100753
1,EGAS00001000117,HP:0032316
2,EGAS00001000117,HP:0001513
3,EGAS00001000117,HP:0030212
4,EGAS00001000117,HP:0032320
0,EGAS00001000118,HP:0030212
1,EGAS00001000118,HP:0100753
2,EGAS00001000118,HP:0001513
3,EGAS00001000118,HP:0032320
0,EGAS00001000119,HP:0030212
1,EGAS00001000119,HP:0100753
2,EGAS00001000119,HP:0001513
3,EGAS00001000119,HP:0032320
0,EGAS00001000120,HP:0001513
1,EGAS00001000120,HP:0032320
2,EGAS00001000120,HP:0000729
0,EGAS00001000121,HP:0000709
1,EGAS00001000121,HP:0100753
2,EGAS00001000121,HP:0032316
3,EGAS00001000121,HP:0007302
4,EGAS00001000121,HP:0001513
5,EGAS00001000121,HP:0032320
6,EGAS00001000121,HP:0032321
0,EGAS00001000122,HP:0000709
1,EGAS00001000122,HP:0100753
2,EGAS00001000122,HP:0000717
3,EGAS00001000122,HP:0001513
4,EGAS00001000122,HP:0001249
5,EGAS00001000122,HP:0030212
0,EGAS00001000123,HP:0100753
1,EGAS00001000123,HP:0032316
2,EGAS00001000123,HP:0001513
3,EGAS00001000123,HP:0030212
4,EGAS00001000123,HP:0002527
0,EGAS00001000124,HP:0001513
0,EGAS00001000125,HP:0001513
0,EGAS00001000126,HP:0001513
0,EGAS00001000127,HP:0001513
1,EGAS00001000127,HP:0000589
0,EGAS00001000128,HP:0001513
0,EGAS00001000129,HP:0001513
1,EGAS00001000129,HP:0032320
2,EGAS00001000129,HP:0003124
0,EGAS00001000130,HP:0000855
1,EGAS00001000130,HP:0001513
0,EGAS00001000131,HP:0000851
1,EGAS00001000131,HP:0001513
2,EGAS00001000131,HP:0002930
0,EGAS00001000132,HP:0003002
1,EGAS00001000132,HP:0002664
0,EGAS00001000133,HP:0001658
0,EGAS00001000134,
0,EGAS00001000191,HP:0002664
1,EGAS00001000191,HP:0005506
0,EGAS00001000136,HP:0002664
1,EGAS00001000136,HP:0012125
0,EGAS00001000137,
0,EGAS00001000138,HP:0100242
0,EGAS00001000139,HP:0002664
1,EGAS00001000139,HP:0002665
0,EGAS00001000140,HP:0030731
0,EGAS00001000142,
0,EGAS00001000145,HP:0001909
1,EGAS00001000145,HP:0004808
2,EGAS00001000145,HP:0032320
0,EGAS00001000146,HP:0002664
1,EGAS00001000146,HP:0004808
0,EGAS00001000148,HP:0100526
0,EGAS00001000149,HP:0002664
1,EGAS00001000149,HP:0005584
2,EGAS00001000149,HP:0032320
0,EGAS00001000151,
0,EGAS00001000152,
0,EGAS00001000153,HP:0012126
0,EGAS00001000155,HP:0100615
1,EGAS00001000155,HP:0002664
0,EGAS00001000156,HP:0000362
0,EGAS00001000157,HP:0001730
0,EGAS00001000158,HP:0100615
1,EGAS00001000158,HP:0100753
0,EGAS00001000159,
0,EGAS00001000160,
0,EGAS00001000161,HP:0003002
0,EGAS00001000162,HP:0007302
0,EGAS00001000163,HP:0002669
1,EGAS00001000163,HP:0002664
0,EGAS00001000164,
0,EGAS00001000165,HP:0003002
0,EGAS00001000166,HP:0003002
0,EGAS00001000167,
0,EGAS00001000169,
0,EGAS00001000170,HP:0003002
0,EGAS00001000171,HP:0001909
1,EGAS00001000171,HP:0002664
2,EGAS00001000171,HP:0012076
0,EGAS00001000172,HP:0030212
1,EGAS00001000172,HP:0002861
2,EGAS00001000172,HP:0002664
0,EGAS00001000173,HP:0030212
1,EGAS00001000173,HP:0002664
0,EGAS00001000174,HP:0002888
1,EGAS00001000174,HP:0002664
2,EGAS00001000174,HP:0009733
3,EGAS00001000174,HP:0030065
0,EGAS00001000175,HP:0011974
1,EGAS00001000175,HP:0002664
0,EGAS00001000176,HP:0002664
0,EGAS00001000177,HP:0002664
1,EGAS00001000177,HP:0002858
0,EGAS00001000178,HP:0002664
0,EGAS00001000179,HP:0002664
0,EGAS00001000180,HP:0001909
1,EGAS00001000180,HP:0002664
0,EGAS00001000181,HP:0002664
1,EGAS00001000181,HP:0006765
0,EGAS00001000185,HP:0006695
0,EGAS00001000187,HP:0006695
0,EGAS00001000188,HP:0010762
1,EGAS00001000188,HP:0002664
0,EGAS00001000189,HP:0003119
0,EGAS00001000190,HP:0032316
1,EGAS00001000190,HP:0002315
2,EGAS00001000190,HP:0030212
3,EGAS00001000190,HP:0001250
4,EGAS00001000190,HP:0002076
0,EGAS00001000135,
0,EGAS00001000192,
0,EGAS00001000193,HP:0002664
1,EGAS00001000193,HP:0030731
0,EGAS00001000194,HP:0100242
0,EGAS00001000196,HP:0002669
1,EGAS00001000196,HP:0002664
0,EGAS00001000197,HP:0003002
1,EGAS00001000197,HP:0002664
0,EGAS00001000198,HP:0002664
1,EGAS00001000198,HP:0005547
0,EGAS00001000199,HP:0002664
1,EGAS00001000199,HP:0005547
0,EGAS00001000200,HP:0002664
1,EGAS00001000200,HP:0006721
0,EGAS00001000201,HP:0002664
1,EGAS00001000201,HP:0006721
0,EGAS00001000202,HP:0002664
0,EGAS00001000203,HP:0002664
1,EGAS00001000203,HP:0005584
0,EGAS00001000205,HP:0002664
0,EGAS00001000206,HP:0002664
0,EGAS00001000207,HP:0002664
1,EGAS00001000207,HP:0006765
0,EGAS00001000208,HP:0002664
0,EGAS00001000209,HP:0002664
1,EGAS00001000209,HP:0004808
0,EGAS00001000210,HP:0003002
0,EGAS00001000211,HP:0003002
1,EGAS00001000211,HP:0002664
0,EGAS00001000212,
0,EGAS00001000213,HP:0002664
1,EGAS00001000213,HP:0003006
0,EGAS00001000214,HP:0002664
0,EGAS00001000216,HP:0002861
1,EGAS00001000216,HP:0002664
0,EGAS00001000217,HP:0025464
1,EGAS00001000217,HP:0012115
2,EGAS00001000217,HP:0001402
3,EGAS00001000217,HP:0002664
0,EGAS00001000218,
0,EGAS00001000220,
0,EGAS00001000222,
0,EGAS00001000224,HP:0002664
0,EGAS00001000225,HP:0100753
1,EGAS00001000225,HP:0007302
2,EGAS00001000225,HP:0001513
3,EGAS00001000225,HP:0030212
4,EGAS00001000225,HP:0032320
0,EGAS00001000226,
0,EGAS00001000228,HP:0002037
1,EGAS00001000228,HP:0002960
0,EGAS00001000229,
0,EGAS00001000230,HP:0003002
0,EGAS00001000231,HP:5200049
0,EGAS00001000233,HP:0003002
0,EGAS00001000240,HP:0032322
0,EGAS00001000242,HP:0001513
0,EGAS00001000243,HP:0002664
1,EGAS00001000243,HP:0006775
0,EGAS00001000244,HP:0002664
1,EGAS00001000244,HP:0006775
0,EGAS00001000245,
0,EGAS00001000246,HP:0001909
1,EGAS00001000246,HP:0002664
0,EGAS00001000250,HP:0001029
0,EGAS00001000251,HP:0002861
1,EGAS00001000251,HP:0002664
0,EGAS00001000252,
0,EGAS00001000253,HP:0001909
1,EGAS00001000253,HP:0002664
0,EGAS00001000254,HP:0002664
0,EGAS00001000255,HP:0002664
0,EGAS00001000257,HP:0002664
1,EGAS00001000257,HP:0006744
0,EGAS00001000260,HP:0002664
0,EGAS00001000261,HP:0002664
0,EGAS00001000263,HP:0002664
0,EGAS00001000264,HP:0001909
1,EGAS00001000264,HP:0000924
2,EGAS00001000264,HP:0001738
0,EGAS00001000266,HP:0002664
1,EGAS00001000266,HP:0032320
2,EGAS00001000266,HP:0012254
0,EGAS00001000267,HP:0002664
1,EGAS00001000267,HP:0032320
2,EGAS00001000267,HP:0012254
0,EGAS00001000268,
0,EGAS00001000269,HP:0002721
1,EGAS00001000269,HP:0032321
2,EGAS00001000269,HP:0032320
0,EGAS00001000271,
0,EGAS00001000272,
0,EGAS00001000274,HP:0002664
1,EGAS00001000274,HP:0002885
0,EGAS00001000275,HP:0002664
0,EGAS00001000276,HP:0003002
1,EGAS00001000276,HP:0002664
0,EGAS00001000278,HP:0002669
1,EGAS00001000278,HP:0002664
2,EGAS00001000278,HP:5200049
0,EGAS00001000280,HP:0010762
1,EGAS00001000280,HP:0002664
2,EGAS00001000280,HP:5200049
0,EGAS00001000282,HP:0002664
1,EGAS00001000282,HP:0002858
2,EGAS00001000282,HP:5200049
0,EGAS00001000283,HP:0003510
1,EGAS00001000283,HP:0032320
0,EGAS00001000285,HP:0004808
1,EGAS00001000285,HP:5200049
0,EGAS00001000287,
0,EGAS00001000288,
0,EGAS00001000289,HP:0002664
1,EGAS00001000289,HP:0100526
0,EGAS00001000291,HP:0002863
1,EGAS00001000291,HP:0002664
0,EGAS00001000292,HP:0003002
1,EGAS00001000292,HP:0002664
2,EGAS00001000292,HP:0030731
0,EGAS00001000293,
0,EGAS00001000295,HP:0001730
0,EGAS00001000296,
0,EGAS00001000297,HP:0030212
1,EGAS00001000297,HP:0002664
0,EGAS00001000299,HP:0100526
0,EGAS00001000300,HP:0003002
0,EGAS00001000301,HP:0002664
0,EGAS00001000305,HP:0001999
1,EGAS00001000305,HP:0004322
2,EGAS00001000305,HP:0032320
3,EGAS00001000305,HP:0000855
4,EGAS00001000305,HP:0032321
0,EGAS00001000306,HP:0001513
0,EGAS00001000308,HP:0001650
0,EGAS00001000310,HP:0003002
1,EGAS00001000310,HP:0002664
0,EGAS00001000315,
0,EGAS00001000317,HP:0006695
0,EGAS00001000318,HP:0041092
1,EGAS00001000318,HP:0002664
0,EGAS00001000322,
0,EGAS00001000323,
0,EGAS00001000328,
0,EGAS00001000330,HP:0002669
1,EGAS00001000330,HP:0002664
0,EGAS00001000332,
0,EGAS00001000333,
0,EGAS00001000334,HP:0030357
0,EGAS00001000335,HP:0002665
1,EGAS00001000335,HP:5200049
0,EGAS00001000336,
0,EGAS00001000337,
0,EGAS00001000343,HP:0002664
1,EGAS00001000343,HP:0002894
0,EGAS00001000344,HP:0000853
1,EGAS00001000344,HP:0032320
0,EGAS00001000346,
0,EGAS00001000347,HP:0002664
1,EGAS00001000347,HP:0002885
2,EGAS00001000347,HP:0032320
0,EGAS00001000348,HP:0002664
1,EGAS00001000348,HP:0012324
2,EGAS00001000348,HP:0006721
0,EGAS00001000349,HP:0001909
1,EGAS00001000349,HP:0004808
0,EGAS00001000352,HP:0001250
0,EGAS00001000353,
0,EGAS00001000354,HP:0002664
1,EGAS00001000354,HP:0100526
0,EGAS00001000356,HP:0000528
0,EGAS00001000359,
0,EGAS00001000360,HP:0002888
1,EGAS00001000360,HP:0002664
2,EGAS00001000360,HP:0009733
3,EGAS00001000360,HP:0030065
0,EGAS00001000362,HP:0002664
1,EGAS00001000362,HP:0032320
2,EGAS00001000362,HP:0012254
0,EGAS00001000367,HP:5200049
0,EGAS00001000368,HP:0006695
1,EGAS00001000368,HP:0030212
2,EGAS00001000368,HP:0001647
3,EGAS00001000368,HP:0001627
0,EGAS00001000369,HP:0002664
1,EGAS00001000369,HP:0003006
0,EGAS00001000370,
0,EGAS00001000373,
0,EGAS00001000374,HP:0002664
1,EGAS00001000374,HP:0032322
2,EGAS00001000374,HP:0005550
0,EGAS00001000377,HP:0003002
0,EGAS00001000379,
0,EGAS00001000380,
0,EGAS00001000381,HP:0009592
1,EGAS00001000381,HP:0002664
2,EGAS00001000381,HP:5200049
0,EGAS00001000382,HP:0002180
1,EGAS00001000382,HP:0032320
0,EGAS00001000384,HP:0003119
0,EGAS00001000385,HP:0100280
0,EGAS00001000386,HP:0032316
1,EGAS00001000386,HP:0002315
2,EGAS00001000386,HP:0030212
3,EGAS00001000386,HP:0001250
4,EGAS00001000386,HP:0002076
0,EGAS00001000387,HP:0002725
0,EGAS00001000388,HP:0001392
1,EGAS00001000388,HP:0002960
2,EGAS00001000388,HP:0030991
0,EGAS00001000390,HP:0002664
0,EGAS00001000392,
0,EGAS00001000393,
0,EGAS00001000398,
0,EGAS00001000402,HP:0030212
1,EGAS00001000402,HP:0002664
0,EGAS00001000403,HP:0003002
0,EGAS00001000404,
0,EGAS00001000405,HP:0200058
0,EGAS00001000406,
0,EGAS00001000407,HP:0006625
1,EGAS00001000407,HP:0003002
2,EGAS00001000407,HP:0030731
3,EGAS00001000407,HP:0002664
4,EGAS00001000407,HP:5200049
0,EGAS00001000408,HP:0002863
1,EGAS00001000408,HP:0002664
2,EGAS00001000408,HP:0004808
3,EGAS00001000408,HP:5200049
